block_bbox,block_content,block_embedding,block_id,block_summary,block_type,document_title,image_caption,image_footer,image_path,num_blocks,num_pages,page_height,page_number,page_width,pdf_path,section_title
"[48, 414, 300, 615]","Compositional text-to-image generation. Researchers have delved into various aspects of compositionality in text-to- image generation to achieve visually coherent and semantically consistent results [7], [8], [10], [22], [40]–[42]. Previous work focused on concept conjunction and negation [7], attribute binding with colors [8], [9], [43], generative numeracy [44], and spatial relationships between objects [10], [45]. However, those work each target at a sub-problem, and evaluations are conducted in constrained scenarios. Recent compositional studies typically fall into two categories [46]: one relies on cross attention maps for compositional generation [47]– [49], while the other integrates layout as a generation condi- tion [50]–[54]. LMD [44], RPG [55], and RealCompo [56] utilize LLMs or MLLMs to reason out layouts or decompose compositional problems. Our work is the first to introduce a comprehensive benchmark for compositional text-to-image generation.","[-0.01701355 -0.02296448 -0.00788879 ... -0.00099659  0.02633667
 -0.00283432]",3,,text,,,,,9,19,792.0,3,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 618, 300, 747]","Benchmarks for text-to-image generation. Early works evaluate text-to-image on CUB birds [57], Oxford flowers [58], and COCO [59] which are easy with limited diversity. As the text-to-image models become stronger, more challenging benchmarks have been introduced. DrawBench [3] consists of 200 prompts to evaluate counting, compositions, conflicting, and writing skills. DALL-EVAL [60] proposes PaintSkills to evaluate visual reasoning skills, image-text alignment, image quality, and social bias by 7,330 prompts. HE-T2I [61] pro- poses 900 prompts to evaluate counting, shapes, and faces for text-to-image. Several compositional text-to-image bench- marks have also been proposed. Park et al. [43] proposes a benchmark on CUB Birds [57] and Oxford Flowers [58] to evaluate the models’ ability to generate images with object- color and object-shape compositions. ABC-6K and CC500 [8] benchmarks are proposed to evaluate attribute binding for text- to-image models, but they only focused on color attributes. HRS-Bench [23] is a general-purpose benchmark that evalu- ates 13 skills with 45,000 prompts. Compositionality is only one of the 13 evaluated skills which is not extensively studied. We propose the first comprehensive benchmark for open-world compositional text-to-image generation, shown in Table I.","[ 0.00603485 -0.00683594 -0.01237488 ...  0.00181484  0.00930023
 -0.00082111]",4,,text,,,,,9,19,792.0,3,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 202, 563, 332]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",5,,text,,,,,9,19,792.0,3,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 334, 563, 548]","Evaluation metrics for text-to-image generation. Existing metrics for text-to-image generation can be categorized into fidelity assessment, alignment assessment, and LLM-based metrics. Traditional metrics such as Inception Score (IS) [62] and Frechet Inception Distance (FID) [63] are commonly used to evaluate the fidelity of synthesized images. To assess the image-text alignment, text-image matching by CLIP [11] and BLIP2 [14] and text-text similarity by BLIP [13] cap- tioning and CLIP text similarity are commonly used. Some works leverage the strong reasoning abilities of large language models (LLMs) for evaluation [64]–[66]. Besides, human preferences or feedbacks are also included in text-to-image generation evaluation [67]–[74]. More fine-grained metrics are proposed in [75]. However, there was no comprehensive study on how well those evaluation metrics work for composi- tional text-to-image generation. We propose evaluation metrics specifically designed for our benchmark and validate that our proposed metrics align better with human perceptions.","[-0.00220871  0.0032196  -0.01305389 ... -0.00551224  0.01597595
 -0.02424622]",6,,text,,,,,9,19,792.0,3,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[383, 564, 490, 576]",III. T2I-COMPBENCH++,[0.02238464 0.0340271  0.00279999 ... 0.01035309 0.04962158 0.0046463 ],7,,text,,,,,9,19,792.0,3,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 581, 563, 748]","Compositionality of text-to-image models refers to the abil- ity of models to compose different concepts into a complex and coherent scene according to text prompts. To provide a clear definition of the problem and to build our benchmark, we introduce four categories and eight sub-categories of com- positionality, attribute binding (including three sub-categories: color, shape, and texture), object relationships (including three sub-categories: 2D/3D-spatial relationship and non-spatial re- lationship), numeracy, and complex compositions. We generate 1,000 text prompts (700 for training and 300 for testing) for each sub-category, resulting in 8,000 compositional text prompts in total. We take the balance between seen v.s. unseen compositions in the test set, prompts with fixed sentence template v.s. natural prompts, and simple v.s. complex prompts into consideration when constructing the benchmark. The text prompts are generated with either predefined rules or ChatGPT [76], so it is easy to scale up.","[ 0.01089478  0.01399231  0.01235199 ...  0.00485229  0.0146637
 -0.00548172]",8,,text,,,,,9,19,792.0,3,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[47, 53, 299, 183]",,"[-0.0357666  -0.05245972  0.01381683 ...  0.01960754 -0.04568481
  0.02572632]",0,,image,,Fig. 2: Data statistics of T2I-CompBench .,,src/resources/pdf/T2I-CompBench/auto/images/3a6138ef6e88b9cc3163d61637947781efd79e8e92d5975ac0dd9fa2e7bc0957.jpg,15,19,792.0,4,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 226, 299, 261]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",1,,text,,,,,15,19,792.0,4,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 263, 299, 369]","It is important to note that prompts generated by Chat- GPT [76] may include scenarios that do not conform to phys- ical laws. This is an intentional design choice in our dataset to challenge models with both common and uncommon com- positions, including those that break real-world constraints. This consideration is essential for evaluating and advancing the compositional capabilities of text-to-image generative models, ensuring they do not just memorize the dataset but can generalize to unseen combinations.","[ 0.01481628  0.0149765  -0.00472641 ... -0.00284004 -0.01284027
 -0.01618958]",2,,text,,,,,15,19,792.0,4,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[47, 371, 299, 394]","Comparisons between our benchmark and previous bench- marks are shown in Table. I, and data statistics in Figure 2.","[ 1.65100098e-02  4.94766235e-03 -2.45361328e-02 ...  7.77816772e-03
 -1.01165771e-02 -3.30805779e-05]",3,,text,,,,,15,19,792.0,4,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 419, 132, 429]",A. Attribute Binding,"[-0.01734924  0.01403046 -0.02655029 ...  0.00925446  0.00714874
 -0.0413208 ]",4,,text,,,,,15,19,792.0,4,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 437, 300, 675]","A critical challenge for compositional text-to-image gener- ation is attribute binding, where attributes must be associated with corresponding objects in the generated images. We find that models tend to confuse the association between attributes and objects when there are more than one attribute and more than one object in the text prompt. For example, with the text prompt “A room with blue curtains and a yellow chair”, the text-to-image model might generate a room with yellow curtains and a blue chair. We introduce three sub-categories, color, shape, and texture, according to the attribute type, and construct 1000 text prompts for each sub-category. For each sub-category, there are 800 prompts with the fixed sentence template “a   {noun} and a     (e.g., “a red flower and a yellow vase”) and 200 natural prompts without predefined sentence template (e.g., “a room with blue curtains and a yellow chair”). The 300-prompt test set of each sub-category consists of 200 prompts with seen adj-noun compositions (adj-noun compositions appeared in the training set) and 100 prompts with unseen adj-noun compositions (adj- noun compositions not in the training set).",[0.00182915 0.02238464 0.0134201  ... 0.01025391 0.02612305 0.00169563],5,,text,,,,,15,19,792.0,4,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 677, 300, 748]","Color. Color is the most commonly-used attribute for de- scribing objects in images, and current text-to-image models often confuse the colors of different objects. The 1,000 text prompts related to color binding are constructed with 480 prompts from CC500 [8], 200 prompts from COCO [59], and 320 prompts generated by ChatGPT.","[-0.02262878  0.01403046 -0.00374413 ...  0.04064941 -0.00278282
 -0.02471924]",6,,text,,,,,15,19,792.0,4,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[309, 55, 563, 90]","The prompt for ChatGPT is: Please generate prompts in the format of “a adj noun and a adj noun ” by using the color adj. , such as “a green bench and a red car”.","[ 0.0625      0.01345825  0.01968384 ... -0.01681519 -0.0038681
 -0.00152874]",7,,text,,,,,15,19,792.0,4,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 91, 563, 186]","Shape. We define a set of shapes that are commonly used for describing objects in images: long, tall, short, big, small, cubic, cylindrical, pyramidal, round, circular, oval, oblong, spherical, triangular, square, rectangular, conical, pentagonal, teardrop, crescent, and diamond. We provide those shape attributes to ChatGPT and ask ChatGPT to generate prompts by composing those attributes with arbitrary objects, for example, “a rectan- gular clock and a long bench”.","[-0.01641846  0.00026536  0.01853943 ...  0.00044847 -0.00374031
  0.01494598]",8,,text,,,,,15,19,792.0,4,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 188, 563, 329]","For fixed sentence template, the prompt for ChatGPT is: Please generate prompts in the format of “a {adj} {noun} and a adj noun ” by using the shape adj.: long, tall, short, big, small, cubic, cylindrical, pyramidal, round, circu- lar, oval, oblong, spherical, triangular, square, rectangular, conical, pentagonal, teardrop, crescent, and diamond. For natural prompts, the prompt for ChatGPT is: Please generate objects with shape adj. in a natural format by using the shape adj.: long, tall, short, big, small, cubic, cylindrical, pyramidal, round, circular, oval, oblong, spherical, triangular, square, rectangular, conical, pentagonal, teardrop, crescent, and diamond.","[-7.09152222e-03 -6.20484352e-05  2.30102539e-02 ... -1.24130249e-02
  2.84118652e-02  1.15203857e-02]",9,,text,,,,,15,19,792.0,4,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 331, 563, 450]","Texture. Textures are also commonly used to describe the appearance of objects. They can capture the visual properties of objects, such as smoothness, roughness, and granularity. We often use materials to describe the texture, such as wooden, plastic, and rubber. We define several texture attributes and the objects that can be described by each attribute. We generate 800 text prompts by randomly selecting from the possible combinations of two objects each associated with a textural attribute, e.g., “A rubber ball and a plastic bottle”. We also generate 200 natural text prompts by ChatGPT.","[-0.04904175  0.02484131  0.01612854 ...  0.01012421  0.00322342
  0.0174408 ]",10,,text,,,,,15,19,792.0,4,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 451, 563, 569]","We generate 200 natural text prompts by ChatGPT with the following prompt: Please generate objects with texture adj. in a natural format by using the texture adj.: rubber, plastic, metallic, wooden, fabric, fluffy, leather, glass. Besides the ChatGPT-generated text prompts, we also provide the predefined texture attributes and objects that can be described by each texture, as shown in Table II. We generate 800 text prompts by randomly selecting from the possible combinations of two objects each associated with a textural attribute, e.g., “A rubber ball and a plastic bottle”.","[-0.00405502 -0.00314903  0.00095177 ...  0.01238251  0.0284729
  0.0037365 ]",11,,text,,,,,15,19,792.0,4,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 589, 406, 600]",B. Object Relationship,"[-0.01335907 -0.00999451  0.02629089 ... -0.0077095   0.06121826
 -0.03158569]",12,,text,,,,,15,19,792.0,4,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 605, 562, 652]","When composing objects in a complex scene, the relation- ship between objects is a critical factor. We introduce 1,000 text prompts for 2D/3D-spatial relationships and non-spatial relationships, respectively.","[ 0.00359535 -0.01208496  0.02758789 ...  0.01861572  0.06939697
  0.00710297]",13,,text,,,,,15,19,792.0,4,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 653, 563, 748]","2D-spatial relationships. We use “on the side of”, “next to”, “near”, “on the left of”, “on the right of”, “on the bottom of”, and “on the top of” to define 2D-spatial relationships. The two nouns are randomly selected from persons (e.g., man, woman, girl, boy, person, etc.), animals (e.g., cat, dog, horse, rabbit, frog, turtle, giraffe, etc.), and objects (e.g., table, chair, car, bowl, bag, cup, computer, etc.). For spatial relationships including left, right, bottom, and top, we construct contrastive prompts by swapping the two nouns, for example, “a girl on the left of a horse” and “a horse on the left of a girl”.","[ 0.01641846 -0.04718018  0.03936768 ... -0.00862122  0.065979
  0.0111084 ]",14,,text,,,,,15,19,792.0,4,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[50, 68, 558, 185]",,"[ 0.01529694 -0.04141235 -0.01451874 ... -0.01573181  0.00585175
  0.01786804]",0,,table,,TABLE II: Textural attributes and associated objects to construct the attribute-texture prompts.,,src/resources/pdf/T2I-CompBench/auto/images/44eb6a79841b734fbc23f8c147f5834a7f5fe00872018f46c87519f9c22eafc5.jpg,13,19,792.0,5,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 207, 299, 230]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",1,,text,,,,,13,19,792.0,5,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 232, 299, 291]","3D-spatial relationships. To illustrate the 3D-spatial rela- tionships, we use “in front of”, “behind” and “hidden by” to define 3D-spatial relationships. Similar to 2D-spatial relation- ships, we use the same vocabulary to construct the pairs in a prompt, such as “a girl in front of a horse”.","[-0.00255013 -0.04324341  0.00725174 ... -0.00257301  0.0475769
  0.04434204]",2,,text,,,,,13,19,792.0,5,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 295, 300, 366]","Non-spatial relationships. Non-spatial relationships usu- ally describe the interactions between two objects. We prompt ChatGPT to generate text prompts with non-spatial relation- ships (e.g., “watch”, “speak to”, “wear”, “hold”, “have”, “look at”, “talk to”, “play with”, “walk with”, “stand on”, “sit on”, etc.) and arbitrary nouns.","[ 0.00359535 -0.03781128  0.02284241 ...  0.00901031  0.0692749
  0.009552  ]",3,,text,,,,,13,19,792.0,5,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[47, 368, 300, 415]","The prompt for ChatGPT is: Please generate natural prompts that contain subjects and objects by using relationship words such as wear, watch, speak, hold, have, run, look at, talk to, jump, play, walk with, stand on, and sit on.","[ 0.0213623  -0.01860046  0.03649902 ... -0.00265312  0.03512573
  0.0401001 ]",4,,text,,,,,13,19,792.0,5,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 450, 104, 460]",C. Numeracy.,"[-0.04086304  0.04605103 -0.01158905 ...  0.02017212 -0.0324707
 -0.00747299]",5,,text,,,,,13,19,792.0,5,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 207, 420, 218]",D. Complex Compositions,"[-0.00250626  0.00889587  0.02748108 ... -0.02212524  0.01525879
 -0.002388  ]",6,,text,,,,,13,19,792.0,5,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 472, 300, 662]","In the construction of numeracy dataset, we introduce 1,000 prompts, and adopt a tripartite structure based on the quantities of objects. The initial  part of the numeracy contains scenarios involving a singular object, followed by the subsequent  comprising two objects, and the remain- ing   encompassing multiple objects, with the quantities ranging from one to eight. We construct a list of objects, and randomly combine objects and quantities in a standardized format: “number object” (e.g., “one pear and three knives”). In order to incorporate diversity of expressions, each part is characterized by a combination of fixed templates and flexible prompts at a ratio of 4:1. The Fixed templates adhere to the predefined format, while flexible prompts incorporate natural language expressions encountered in our daily lives with multiple ’number object’ included (e.g., “three plates and three pens were on the table”).","[-0.02133179 -0.00428772  0.00706482 ...  0.027771    0.00828552
  0.01228333]",7,,text,,,,,13,19,792.0,5,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 665, 300, 748]","We construct a list of objects by asking ChatGPT: Please generate a list of 150 types of objects and their plurals. Following that, we manually filtered out repeated entries and uncommon objects. For generating flexible prompts, we ask ChatGPT, Convert to natural prompt: You are given number sentences, each containing multiple objects. For each sentence, use the objects in it to create a natural compositional sentence.","[ 0.0092392  -0.00469208  0.00694275 ... -0.02114868 -0.00847626
  0.02655029]",8,,text,,,,,13,19,792.0,5,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 221, 563, 460]","To test text-to-image generation approaches with more nat- ural and challenging compositional prompts in the open world, we introduce 1,000 text prompts with complex compositions of concepts beyond the pre-defined patterns. Regarding the number of objects, we create text prompts with more than two objects, for example, “a room with a blue chair, a black table, and yellow curtains”. In terms of the attributes associated with objects, we can use multiple attributes to describe an object (denoted as multiple attributes, e.g., “a big, green apple and a tall, wooden table”), or leverage different types of attributes in a text prompt (denoted as mixed attributes, e.g., the prompt “a tall tree and a red car” includes both shape and color attributes). We generate 250 text prompts with ChatGPT for each of the four scenarios: two objects with multiple attributes, two objects with mixed attributes, more than two objects with multiple attributes, and more than two objects with mixed attributes. Relationship words can be adopted in each scenario to describe the relationships among two or more objects. For each scenario, we split 175 prompts for the training set and 75 prompts for the test set.","[ 0.01538849 -0.01564026  0.01896667 ...  0.00583267  0.00066805
 -0.00144768]",9,,text,,,,,13,19,792.0,5,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 461, 563, 699]","(1) For 2 objects with mixed attributes, the prompt for Chat- GPT is: Please generate natural compositional phrases, con- taining 2 objects with each object one adj. from color, shape, texture descriptions and spatial (left/right/top/bottom/next to/near/on side of) or non-spatial relationships. (2) For 2 objects with multiple attributes, the prompt for ChatGPT is: Please generate natural compositional phrases, containing 2 objects with several adj. from color, shape, texture descrip- tions and spatial (left/right/top/bottom/next to/near/on side of) or non-spatial relationships. (3) For multiple objects with mixed attributes, the prompt for ChatGPT is: Please generate natural compositional phrases, containing multiple objects (number ) with each one adj. from {color, shape, texture} descriptions and spatial (left/right/top/bottom/next to/near/on side of) non-spatial relationships. (4) For multiple objects with multiple attributes, the prompt for ChatGPT is: Please generate natural compositional phrases, containing multiple objects (number ) with several adj. from {color, shape, texture} descriptions and spatial (left/right/top/bottom/next to/near/on side of) or non-spatial relationships.","[ 0.01010132 -0.05340576  0.02313232 ...  0.00277138  0.04000854
  0.00510788]",10,,text,,,,,13,19,792.0,5,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[379, 710, 495, 721]",IV. EVALUATION METRICS,"[ 0.03109741  0.04959106 -0.0006752  ...  0.01768494 -0.00479126
 -0.02897644]",11,,text,,,,,13,19,792.0,5,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[310, 725, 562, 748]","Evaluating compositional text-to-image generation is chal- lenging as it requires comprehensive and fine-grained cross- modal understanding. Existing evaluation metrics leverage vision-language models trained on large-scale data for eval- uation. CLIPScore [11], [12] calculates the cosine similar- ity between text features and generated-image features ex- tracted by CLIP. Text-text similarity by BLIP-CLIP [9] applies BLIP [13] to generate captions for the generated images, and then calculates the CLIP text-text cosine similarity between the generated captions and text prompts. Those evaluation metrics can measure the coarse text-image similarity, but fails to capture fine-grained text-image correspondences in attribute binding and spatial relationships. To address those limitations, we propose new evaluation metrics for compositional text- to-image generation, shown in Fig. 3. Concretely, we pro- pose disentangled BLIP-VQA for attribute binding evaluation, UniDet-based metric for 2D/3D-spatial relationship and nu- meracy evaluation, and MLLM-based metric for non-spatial relationship and complex prompts. We further investigate the potential and limitations of multimodal large language models such as MiniGPT-4 [77] with Chain-of-Thought [78], ShareGPT4V [15], and GPT-4V [16] for compositionality evaluation.","[ 0.0078125   0.01721191  0.01577759 ... -0.00405884  0.01108551
 -0.01751709]",12,,text,,,,,13,19,792.0,5,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[53, 64, 558, 262]",,"[ 0.01637268 -0.0352478  -0.02574158 ... -0.02197266 -0.00682449
 -0.01905823]",0,,image,,"Fig. 3: Illustration of our proposed evaluation metrics: (a) Disentangled BLIP-VQA for attribute binding evaluation, (b) UniDet for 2D/3D-spatial relationship evaluation, (c) UniDet for numeracy evaluation, and (d) MLLM as a potential unified metric.",,src/resources/pdf/T2I-CompBench/auto/images/3116d771bfacce48406af2eb1ef2e797ebb7f6bf4a6dcbb1c2cee7ba40e70436.jpg,10,19,792.0,6,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 320, 299, 570]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",1,,text,,,,,10,19,792.0,6,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[47, 589, 299, 600]",A. Disentangled BLIP-VQA for Attribute Binding Evaluation,"[ 0.01750183  0.01435852  0.01802063 ... -0.00175381 -0.0064888
 -0.01742554]",2,,text,,,,,10,19,792.0,6,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 605, 300, 700]","We observe that the major limitation of the BLIP-CLIP evaluation is that the BLIP captioning models do not always describe the detailed attributes of each object. For example, the BLIP captioning model might describe an image as “A room with a table, a chair, and curtains”, while the text prompt for generating this image is “A room with yellow curtains and a blue chair”. So explicitly comparing the text-text similarity might cause ambiguity and confusion.","[-0.00880432 -0.05123901  0.01519012 ... -0.00250053 -0.01094818
 -0.00692368]",3,,text,,,,,10,19,792.0,6,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[47, 701, 300, 748]","Therefore, we leverage the visual question answering (VQA) ability of BLIP [13] for evaluating attribute binding. For instance, given the image generated with the text prompt “a green bench and a red car”, we ask two questions separately:","[ 0.00231171  0.01760864  0.0149231  ... -0.01051331 -0.00614548
 -0.01809692]",4,,text,,,,,10,19,792.0,6,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 321, 563, 439]","“a green bench?”, and “a red car?”. By explicitly disentangling the complex text prompt into two independent questions where each question contains only one object-attribute pair, we avoid confusion of BLIP-VQA. The BLIP-VQA model takes the generated image and several questions as input and we take the probability of answering “yes” as the score for a question. We compute the overall score by multiplying the probability of answering “yes” for each question. The proposed disentangled BLIP-VQA is applied to evaluate the attribute binding for color, shape, and texture.","[ 0.00440979  0.00046706  0.01179504 ...  0.01145172 -0.01481628
 -0.02316284]",5,,text,,,,,10,19,792.0,6,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[310, 458, 562, 481]",B. UniDet-based Metric for Spatial Relationships and Numer- acy Evaluation,"[ 0.01133728 -0.00144958 -0.03051758 ... -0.02229309  0.03025818
 -0.01076508]",6,,text,,,,,10,19,792.0,6,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 485, 563, 544]","Many vision-language models exhibit limitations in reason- ing spatial relationships, such as distinguishing between ”left” and ”right,” as well as in numerical counting. Consequently, we propose the use of a detection-based evaluation metric to assess performance in spatial relationships and numeracy.","[-0.03100586  0.00761032  0.03213501 ...  0.00463867  0.01438141
 -0.01319885]",7,,text,,,,,10,19,792.0,6,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 546, 563, 687]","2D-spatial relationships. We first use UniDet [79] to detect objects in the generated image. Then we determine the spatial relationship between two objects by comparing the locations of the centers of the two bounding boxes. Denote the center of the two objects as   and  , respectively. The first object is on the left of the second object if  , and the intersection-over-union (IoU) between the two bounding boxes is below the threshold of 0.1. Other spatial relationships “right”, “top”, and “bottom” are evaluated similarly. We evaluate “next to”, “near”, and “on the side of” by comparing the distances between the centers of two objects with a threshold.","[-0.01570129 -0.04412842 -0.01251221 ...  0.00731659  0.05688477
  0.00013959]",8,,text,,,,,10,19,792.0,6,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 689, 562, 748]","3D-spatial relationships. For 3D-spatial relationships, we leverage depth estimation [80], in conjunction with the detection-based metric. Let   and   represent the mean values of the depth maps corresponding to the two objects. Specifically, if   and the IoU metric exceeds the predetermined threshold of 0.5, it is inferred that the first object is positioned in front of the second object. Other 3D-spatial relationships “behind”, “hidden by” are evaluated similarly.","[-0.01872253 -0.04040527 -0.00634003 ... -0.01777649  0.05627441
  0.00905609]",9,,text,,,,,10,19,792.0,6,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[312, 463, 561, 534]",,"[-0.00537109 -0.00195026 -0.02052307 ...  0.01875305  0.01261139
 -0.00577545]",0,,table,,TABLE III: Prompts details for MLLM evaluation on attribute binding.,,src/resources/pdf/T2I-CompBench/auto/images/52395dc2bc5dc9f835ad28bfa4f459660ca51fff9bd356994be6ccf2d3e27c0c.jpg,14,19,792.0,7,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[312, 583, 561, 648]",,"[-0.01782227 -0.01350403 -0.03204346 ...  0.01834106  0.03219604
 -0.00155449]",1,,table,,,,src/resources/pdf/T2I-CompBench/auto/images/a30694dfee50ed78525276dadc76465ef34b355f65ac3964c75777205a8f6d0e.jpg,14,19,792.0,7,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 55, 299, 102]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",2,,text,,,,,14,19,792.0,7,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 104, 300, 245]","Numeracy. For numeracy, we first extract the names of objects and their corresponding quantities from the prompts. Then, we leverage UniDet to detect objects in the images. This scoring mechanism is designed to consider both objects and their numerical correctness proportionally based on the number of object categories mentioned in the prompt. Let the variable   represent the count of distinct object categories referenced in the given prompt. For every identified object in the image, the assigned score is calculated as  points. Furthermore, another   points are allocated if the generated quantity aligns accurately with the specified category.","[-0.00832367  0.0218811  -0.00649643 ... -0.00699615 -0.01953125
 -0.01901245]",3,,text,,,,,14,19,792.0,7,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 262, 277, 273]",C. 3-in-1 Metric for Complex Compositions Evaluation,"[ 0.06390381  0.05767822 -0.00107384 ... -0.02134705  0.00198174
  0.01948547]",4,,text,,,,,14,19,792.0,7,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 276, 300, 407]","Since different evaluation metrics are designed for evalu- ating different types of compositionality, there is no single metric that works well for all categories. For non-MLLM metric, we empirically find that the Disentangled BLIP-VQA works best for attribute binding evaluation, UniDet-based metric works best for 2D/3D-spatial relationship and numeracy evaluation, and CLIPScore works best for non-spatial relation- ship evaluation. Thus, we design a 3-in-1 evaluation metric which computes the average score of CLIPScore, Disentangled BLIP-VQA, and UniDet, as the evaluation metric for complex compositions.","[ 0.02679443 -0.00753021  0.00619507 ... -0.02163696  0.02406311
 -0.01318359]",5,,text,,,,,14,19,792.0,7,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[49, 423, 195, 434]",D. MLLM-based Evaluation Metric,"[ 0.0362854   0.01156616 -0.02864075 ... -0.00902557  0.00804901
 -0.01117706]",6,,text,,,,,14,19,792.0,7,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 438, 300, 556]","Multimodal Large Language Models enable users to instruct LLMs to analyze user-provided image inputs. By integrat- ing the visual modality, MLLMs enhance the capability of language-only systems, providing them with new interfaces to address a variety of tasks. However, the multimodal abilities of MLLMs regarding the compositional text-to-image generation remain unclear. Within this context, we analyze the abilities of three types of MLLMs, namely MiniGPT-4, ShareGPT4V [15] and GPT-4V [16], focusing on their performance in composi- tional problems.","[-0.00355911  0.01084137 -0.00692749 ...  0.00047684  0.0025425
 -0.00016689]",7,,text,,,,,14,19,792.0,7,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 558, 300, 747]","Evaluation methods of MLLMs. By aligning a pretrained visual encoder with a frozen large language model, multi- modal large language models such as MiniGPT-4 [77] have demonstrated great abilities in vision-language cross-modal understanding. But the current MiniGPT-4 model exhibit lim- itations such as inaccurate understanding of images and hallu- cination issues. ShareGPT4V [15] is a large-scale image-text dataset featuring 1.2 million detailed captions characterized by richness and diversity. GPT-4V, a state-of-the-art MLLM, is developed on the foundation of the state-of-the-art LLM, GPT-4 [81], and trained extensively on a large-scale dataset containing multimodal information [81]. Employing MLLM as an evaluation metric, we submit generated images to the model and assess their alignment with the provided text prompt. This evaluation involves soliciting predictions for the image-text alignment score.","[-0.00768661  0.00195503 -0.03086853 ...  0.01960754  0.00328064
  0.00333977]",8,,text,,,,,14,19,792.0,7,612.0,src/resources/pdf/T2I-CompBench.pdf,
